date,question,ville,type,spécialité,résultat
2025-01-24 14:31:37,Je veux soigner ma hanche à Paris,Paris,aucune correspondance,Prothèse de hanche,"Voici les 3 meilleurs hôpitaux pour la spécialité: Prothèse de hanche dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.45
<br>Clinique Arago, Paris (75) - Privé - 18.85
<br>Hôpital Cochin, Paris (75) - Public - 18.54"
2025-01-24 14:32:06,Je veux faire de la chirurgie de la hanche à Paris,Paris,aucune correspondance, Chirurgie de la hanche,"Voici les 3 meilleurs hôpitaux pour la spécialité: Prothèse de hanche dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.45
<br>Clinique Arago, Paris (75) - Privé - 18.85
<br>Hôpital Cochin, Paris (75) - Public - 18.54"
2025-01-24 15:13:06,Quels sont les trois meilleurs hôpitaux pour soigner un cancer de sein vers Paris selon Le Point?,Paris,aucune correspondance,Cancer du sein,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cancer du sein dans un rayon de 50km autour de Paris:
<br>Institut Curie (CLCC), Paris (75) - Public - 19.19
<br>Institut Curie (CLCC), Saint-Cloud (92) - Public - 19.04
<br>Gustave-Roussy (CLCC), Villejuif (94) - Public - 18.66"
2025-01-24 15:35:59,je veux faire soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lille:
<br>Hôpital privé La Louvière, Lille (59) - Privé - 17.95
<br>Hôpital privé Le Bois, Lille (59) - Privé - 17.56
<br>Polyclinique du Parc, Saint-Saulve (59) - Privé - 17.41"
2025-01-24 15:38:29,je veux faire soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lille:
<br>Hôpital privé La Louvière, Lille (59) - Privé - 17.95
<br>Hôpital privé Le Bois, Lille (59) - Privé - 17.56
<br>Polyclinique du Parc, Saint-Saulve (59) - Privé - 17.41"
2025-01-24 15:40:31,je veux faire soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-24 15:48:26,Je veux soigner mon glocaume à Paris,Paris,aucune correspondance,Glaucome,"Voici les 3 meilleurs hôpitaux pour la spécialité: Glaucome dans un rayon de 50km autour de Paris:
<br>CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.0
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.96
<br>Fondation Rothschild, Paris (75) - Public - 18.92"
2025-01-24 15:52:04,je veux soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lille:
<br>Hôpital privé La Louvière, Lille (59) - Privé - 17.95
<br>Hôpital privé Le Bois, Lille (59) - Privé - 17.56
<br>Polyclinique du Parc, Saint-Saulve (59) - Privé - 17.41"
2025-01-24 15:54:41,je veux soigner ma cataracte à lille,Lille,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cataracte dans un rayon de 50km autour de Lille:
<br>Institut ophtalmique, Somain (59) - Privé - 18.83
<br>Clinique Ambroise-Paré, Lille (59) - Privé - 18.64
<br>CH, Lens (62) - Public - 18.49"
2025-01-24 16:33:57,Je veux accoucher à Paris,Paris,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Paris:
<br>Hôpital Cochin, Paris (75) - Public - 18.11
<br>Hôpital Louis-Mourier, Colombes (92) - Public - 18.1
<br>CHI, Saint-Germain-en-Laye (78) - Public - 17.91"
2025-01-24 16:38:48,Je veux accoucher à Paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Paris:
<br>Hôpital Cochin, Paris (75) - Public - 18.11
<br>Hôpital Louis-Mourier, Colombes (92) - Public - 18.1
<br>CHI, Saint-Germain-en-Laye (78) - Public - 17.91"
2025-01-24 16:38:53,Je veux accoucher à Paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 16:40:34,Je veux accoucher à Paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 16:51:40,Je veux accoucher à Paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 16:54:40,Je veux accoucher à Lyon,Lyon,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Lyon:
<br>Clinique du Val-d’Ouest Vendôme, Ecully (69) - Public - 18.7
<br>CH, Villefranche-sur-Saône (69) - Public - 17.95
<br>CH Saint-Joseph-Saint-Luc, Lyon (69) - Public - 17.58"
2025-01-24 16:59:42,J'ai mal au genou à Paris,Paris,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 50km autour de Paris:
<br>Clinique du sport, Paris (75) - Privé - 17.96
<br>Clinique Maussins-Nollet, Paris (75) - Privé - 17.92
<br>CH, Versailles (78) - Public - 17.76"
2025-01-24 17:03:36,J'ai mal au genou à Madrid,Madrid,aucune correspondance, Prothèse de genou,"Voici les 0 meilleurs hôpitaux pour la spécialité Ligaments du genou dans un rayon de 200km autour de Madrid:<br> 
"
2025-01-24 17:03:36,J'ai mal au genou à Madrid,Madrid,aucune correspondance, Prothèse de genou,"Voici les 0 meilleurs hôpitaux pour la spécialité Ligaments du genou dans un rayon de 200km autour de Madrid:<br> 
"
2025-01-24 17:03:46,J'ai mal au genou à Madrid,Madrid,aucune correspondance, Prothèse de genou,"Voici les 0 meilleurs hôpitaux pour la spécialité  Prothèse de genou dans un rayon de 200km autour de Madrid:<br> 
"
2025-01-24 17:03:46,J'ai mal au genou à Madrid,Madrid,aucune correspondance, Prothèse de genou,"Voici les 0 meilleurs hôpitaux pour la spécialité  Prothèse de genou dans un rayon de 200km autour de Madrid:<br> 
"
2025-01-24 17:12:52,Je veux soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lille:
<br>Hôpital privé La Louvière, Lille (59) - Privé - 17.95
<br>Hôpital privé Le Bois, Lille (59) - Privé - 17.56
<br>Polyclinique du Parc, Saint-Saulve (59) - Privé - 17.41"
2025-01-27 10:05:56,Je veux accoucher à Lyon,Lyon,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Lyon:
<br>Clinique du Val-d’Ouest Vendôme, Ecully (69) - Public - 18.7
<br>CH, Villefranche-sur-Saône (69) - Public - 17.95
<br>CH Saint-Joseph-Saint-Luc, Lyon (69) - Public - 17.58"
2025-01-27 10:31:18,Je veux accoucher à Lyon,Lyon,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Lyon:
<br>Clinique du Val-d’Ouest Vendôme, Ecully (69) - Public - 18.7
<br>CH, Villefranche-sur-Saône (69) - Public - 17.95
<br>CH Saint-Joseph-Saint-Luc, Lyon (69) - Public - 17.58"
2025-01-27 11:32:39,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-27 13:29:42,Quels sont les meilleurs hôpitaux privés pour faire soigner ma cataracte à Paris,Paris,Privé,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cataracte dans un rayon de 50km autour de Paris:
<br>Clinique Geoffroy-Saint-Hilaire, Paris (75) - Privé - 19.01
<br>Clinique Jouvenet, Paris (75) - Privé - 17.61
<br>CMC Pierre-Cherest, Neuilly-sur-Seine (92) - Privé - 17.25"
2025-01-27 13:30:55,Quels sont les meilleurs hôpitaux privés pour faire soigner ma cataracte à Paris,Paris,Privé,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cataracte dans un rayon de 50km autour de Paris:
<br>Clinique Geoffroy-Saint-Hilaire, Paris (75) - Privé - 19.01
<br>Clinique Jouvenet, Paris (75) - Privé - 17.61
<br>CMC Pierre-Cherest, Neuilly-sur-Seine (92) - Privé - 17.25"
2025-01-27 13:39:57,Quel est le meilleur hôpital pour soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-27 13:41:29,Quel est le meilleur hôpital pour soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Paris:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-27 13:41:29,Quel est le meilleur hôpital pour soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Paris:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-27 13:44:12,Cataracte Paris,Paris,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité Cataracte dans un rayon de 200km autour de Paris:<br> 
Fondation Rothschild, Paris (75) - Public - 19.31
CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.18
Hôpital Cochin, Paris (75) - Public - 19.09"
2025-01-27 13:44:12,Cataracte Paris,Paris,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité Cataracte dans un rayon de 200km autour de Paris:<br> 
Fondation Rothschild, Paris (75) - Public - 19.31
CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.18
Hôpital Cochin, Paris (75) - Public - 19.09"
2025-01-27 13:46:29,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Paris:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-27 13:46:29,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Paris:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-27 13:48:04,Je veux soigner ma cataracte à Paris,Paris,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité Cataracte dans un rayon de 200km autour de Paris:<br> 
Fondation Rothschild, Paris (75) - Public - 19.31
CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.18
Hôpital Cochin, Paris (75) - Public - 19.09"
2025-01-27 13:48:04,Je veux soigner ma cataracte à Paris,Paris,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité Cataracte dans un rayon de 200km autour de Paris:<br> 
Fondation Rothschild, Paris (75) - Public - 19.31
CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.18
Hôpital Cochin, Paris (75) - Public - 19.09"
2025-01-27 15:13:11,audition paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-27 15:14:23,audition paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-27 15:14:33,audition paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-27 15:19:39,Je souhaite soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-27 15:26:21,mal au pied Paris,Paris,aucune correspondance,Chirurgie du pied,"Voici les 2 meilleurs hôpitaux pour la spécialité: Chirurgie du pied dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.22
<br>Hôpital Ambroise-Paré, Boulogne-Billancourt (92) - Public - 18.87"
2025-01-28 10:08:05,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-28 10:36:39,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 4 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43
<br>Fondation Rothschild, Paris (75) - Public - 18.21"
2025-01-28 10:38:31,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-28 10:39:01,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-28 10:43:10,Je veux accoucher à Lyon,Lyon,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lyon:
<br>Hôpitaux Nord (Croix-Rousse), Lyon (69) - Public - 17.83
<br>CHU - Hôpital Nord, Saint-Etienne (42) - Public - 17.75
<br>HCL - Hôpital Femme-mère-enfant, Bron (69) - Public - 17.55"
2025-01-28 11:35:15,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-28 11:43:19,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-28 11:51:58,Je veux soigner mon audition à Lyon,Lyon,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lyon:
<br>CH Lyon-Sud, Pierre-Bénite (69) - Public - 18.39
<br>CHU - Hôpital Nord, Saint-Etienne (42) - Public - 18.0
<br>Hôpital Edouard-Herriot, Lyon (69) - Public - 17.61"
2025-01-28 11:52:01,Je veux soigner mon audition à Lyon,Lyon,aucune correspondance,Audition,"Voici les 1 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Lyon:
<br>CH Lyon-Sud, Pierre-Bénite (69) - Public - 18.39"
2025-01-28 13:58:28,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-28 13:59:57,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 4 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43
<br>Fondation Rothschild, Paris (75) - Public - 18.21"
2025-01-28 15:28:20,Je veux accoucher à Lyon,Lyon,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lyon:
<br>Hôpitaux Nord (Croix-Rousse), Lyon (69) - Public - 17.83
<br>CHU - Hôpital Nord, Saint-Etienne (42) - Public - 17.75
<br>HCL - Hôpital Femme-mère-enfant, Bron (69) - Public - 17.55"
2025-01-28 15:58:48,Quels sont les meilleurs hôpitaux privés pour faire soigner ma cataracte à Paris,Paris,Privé,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cataracte dans un rayon de 50km autour de Paris:
<br>Clinique Geoffroy-Saint-Hilaire, Paris (75) - Privé - 19.01
<br>Clinique Jouvenet, Paris (75) - Privé - 17.61
<br>CMC Pierre-Cherest, Neuilly-sur-Seine (92) - Privé - 17.25"
2025-01-28 17:17:15,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 4 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43
<br>Fondation Rothschild, Paris (75) - Public - 18.21"
2025-01-28 17:31:28,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-28 17:32:13,Je veux soigner mon audition à Nantes,Nantes,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Nantes:
<br>Clinique mutualiste Jules-Verne, Nantes (44) - Privé - 17.83
<br>Santé Atlantique, Saint-Herblain (44) - Privé - 17.75
<br>CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44) - Public - 17.73"
2025-01-28 17:32:36,"Je veux soigner mon audition à Nantes

",Nantes,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Nantes:
<br>Clinique mutualiste Jules-Verne, Nantes (44) - Privé - 17.83
<br>Santé Atlantique, Saint-Herblain (44) - Privé - 17.75
<br>CHU - Hôtel-Dieu - Hôpital mère-enfants, Nantes (44) - Public - 17.73"
2025-01-28 17:41:43,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 1 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51"
2025-01-28 17:53:31,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-28 17:57:24,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-28 18:35:44,Je veux soigner ma cataracte à Paris,Paris,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cataracte dans un rayon de 50km autour de Paris:
<br>Fondation Rothschild, Paris (75) - Public - 19.31
<br>CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.18
<br>Hôpital Cochin, Paris (75) - Public - 19.09"
2025-01-28 18:36:11,"Je veux soigner ma cataracte à Paris

",Paris,aucune correspondance,Cataracte,"Voici les 3 meilleurs hôpitaux pour la spécialité: Cataracte dans un rayon de 50km autour de Paris:
<br>Fondation Rothschild, Paris (75) - Public - 19.31
<br>CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.18
<br>Hôpital Cochin, Paris (75) - Public - 19.09"
2025-01-28 18:36:45,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-29 09:52:22,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité Audition:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-29 09:52:22,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les 3 meilleurs hôpitaux pour la spécialité Audition:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47"
2025-01-29 09:53:25,Je veux soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 5 meilleurs hôpitaux pour la spécialité Audition:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
Institut Arthur-Vernes, Paris (75) - Privé - 18.43
CH Lyon-Sud, Pierre-Bénite (69) - Public - 18.39"
2025-01-29 09:53:25,Je veux soigner mon audition à Lille,Lille,aucune correspondance,Audition,"Voici les 5 meilleurs hôpitaux pour la spécialité Audition:<br> 
Clinique Jean Causse, Colombiers (34) - Privé - 18.52
Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
Institut Arthur-Vernes, Paris (75) - Privé - 18.43
CH Lyon-Sud, Pierre-Bénite (69) - Public - 18.39"
2025-01-29 10:06:29,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>CH intercommunal, Créteil (94) - Public - 16.76
<br>Fondation Rothschild, Paris (75) - Public - 18.21
<br>Hôpital Bicêtre, Le Kremlin-Bicêtre (94) - Public - 17.48
<br>Hôpital Lariboisière, Paris (75) - Public - 16.49
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital Robert-Debré, Paris (75) - Public - 16.71
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-29 10:08:02,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>CH intercommunal, Créteil (94) - Public - 16.76
<br>Fondation Rothschild, Paris (75) - Public - 18.21
<br>Hôpital Bicêtre, Le Kremlin-Bicêtre (94) - Public - 17.48
<br>Hôpital Lariboisière, Paris (75) - Public - 16.49
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital Robert-Debré, Paris (75) - Public - 16.71
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
2025-01-29 10:28:59,Je veux soigner mon audition à Paris,Paris,aucune correspondance,Audition,"Voici les meilleurs hôpitaux pour la spécialité: Audition dans un rayon de 50km autour de Paris:
<br>CH intercommunal, Créteil (94) - Public - 16.76
<br>Fondation Rothschild, Paris (75) - Public - 18.21
<br>Hôpital Bicêtre, Le Kremlin-Bicêtre (94) - Public - 17.48
<br>Hôpital Lariboisière, Paris (75) - Public - 16.49
<br>Hôpital Necker-Enfants-Malades, Paris (75) - Public - 18.51
<br>Hôpital Robert-Debré, Paris (75) - Public - 16.71
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 18.47
<br>Institut Arthur-Vernes, Paris (75) - Privé - 18.43"
